latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
32.508,35.1018,318.5,1.1,1,2001-10-24,827,Terra,MODIS,59,6.03,301,11.1,D,0
32.5371,35.3916,313,3.4,1.7,2001-11-01,915,Terra,MODIS,41,6.03,300.2,29.7,D,0
32.2961,34.8932,314.7,1.3,1.1,2001-11-05,851,Terra,MODIS,60,6.03,300.9,10.5,D,0
31.3736,34.6211,317.5,1.3,1.1,2001-11-05,851,Terra,MODIS,61,6.03,304.1,9.2,D,0
32.4868,35.5385,313.1,1,1,2001-11-07,839,Terra,MODIS,68,6.03,295.2,9.2,D,0
31.303,34.5324,320.1,1,1,2001-11-07,839,Terra,MODIS,74,6.03,299,11.9,D,0
31.72,34.7834,311.8,1,1,2001-11-16,832,Terra,MODIS,40,6.03,294.5,7.2,D,0
33.0242,35.5854,318.3,1,1,2001-11-16,832,Terra,MODIS,74,6.03,296.5,9.9,D,0
31.8153,34.7412,300.4,1.3,1.1,2001-11-18,820,Terra,MODIS,28,6.03,289.4,4.4,D,0
33.0244,35.6253,319,1,1,2001-11-25,826,Terra,MODIS,76,6.03,295.7,14.4,D,2
32.5842,35.1354,303,1,1,2001-12-02,832,Terra,MODIS,55,6.03,288.8,4.7,D,0
32.7724,35.694,300,4.6,2,2001-12-10,742,Terra,MODIS,16,6.03,287.5,31.1,D,0
32.5205,35.263,307.2,1.1,1.1,2001-12-16,843,Terra,MODIS,65,6.03,291.1,8.3,D,0
31.8643,34.9232,302.6,1,1,2001-12-18,831,Terra,MODIS,53,6.03,290.5,4.2,D,0
31.2137,34.3275,304.6,1,1,2001-12-25,837,Terra,MODIS,59,6.03,290.8,4.3,D,0
31.2153,34.317,303.8,1,1,2001-12-25,837,Terra,MODIS,56,6.03,291,3.6,D,0
32.5187,35.3595,307.1,1.5,1.2,2002-01-14,812,Terra,MODIS,65,6.03,275.7,18.7,D,0
32.5215,35.3662,315.4,1.5,1.2,2002-01-14,812,Terra,MODIS,76,6.03,275.8,28.4,D,0
32.2913,34.8813,306.1,1,1,2002-02-04,830,Terra,MODIS,63,6.03,293.8,4.3,D,2
31.6858,34.6035,302.3,1,1,2002-02-04,830,Terra,MODIS,52,6.03,291,3.5,D,2
32.7696,35.7171,305.2,1,1,2002-02-04,830,Terra,MODIS,57,6.03,292.4,6.2,D,0
31.2252,34.3691,337.1,3.2,1.7,2002-05-12,912,Terra,MODIS,85,6.03,308.7,130.1,D,0
31.2275,34.3648,333.9,3.2,1.7,2002-05-12,912,Terra,MODIS,81,6.03,308.9,105.2,D,2
31.4407,34.7471,332.8,1,1,2002-05-27,830,Terra,MODIS,74,6.03,315.1,15.9,D,0
31.4391,34.7576,329.6,1,1,2002-05-27,830,Terra,MODIS,66,6.03,312.8,11.1,D,0
32.9058,35.7258,326.5,1.8,1.3,2002-05-31,805,Terra,MODIS,64,6.03,303.1,32.2,D,0
32.9155,35.7474,325.2,1.8,1.3,2002-05-31,805,Terra,MODIS,55,6.03,302.6,29.6,D,0
33.0617,35.7099,325.4,1,1,2002-06-03,836,Terra,MODIS,43,6.03,311.2,10.5,D,0
31.4723,34.8736,347.7,1.5,1.2,2002-06-07,811,Terra,MODIS,92,6.03,315.9,69.7,D,0
31.4705,34.8899,346.1,1.5,1.2,2002-06-07,811,Terra,MODIS,90,6.03,318.4,65.8,D,0
31.4613,34.872,339.1,1.5,1.2,2002-06-07,811,Terra,MODIS,84,6.03,316.6,40.7,D,0
31.4578,34.8819,333.1,1.5,1.2,2002-06-07,811,Terra,MODIS,76,6.03,318.4,26.1,D,0
31.4596,34.8883,341.4,1.5,1.2,2002-06-07,811,Terra,MODIS,86,6.03,319.5,49.7,D,0
32.299,34.8814,329.7,1.6,1.3,2002-06-08,854,Terra,MODIS,56,6.03,318.4,15.6,D,2
31.3619,34.4514,334.3,1.3,1.1,2002-06-17,848,Terra,MODIS,77,6.03,315.3,25.4,D,0
33.2491,35.6755,300.8,2.5,1.5,2002-06-20,2019,Terra,MODIS,32,6.03,290.8,16.1,N,0
31.9381,34.8619,326.4,1.1,1,2002-06-21,823,Terra,MODIS,49,6.03,309.4,7.5,D,2
31.3544,34.4651,328.8,1.6,1.2,2002-06-24,854,Terra,MODIS,63,6.03,315,18.7,D,0
31.3782,34.4592,337.3,2,1.4,2002-07-01,900,Terra,MODIS,78,6.03,312.8,59.9,D,0
31.366,34.4558,333.6,2,1.4,2002-07-01,900,Terra,MODIS,71,6.03,313.8,45,D,0
31.3216,34.3937,352.4,1.3,1.1,2002-07-03,848,Terra,MODIS,95,6.03,310.2,73.4,D,2
31.324,34.3804,345.6,1.3,1.1,2002-07-03,848,Terra,MODIS,89,6.03,311.2,52.9,D,0
31.3836,34.6828,330.6,1.3,1.1,2002-07-03,848,Terra,MODIS,67,6.03,311.5,14.9,D,0
31.386,34.6691,333.4,1.3,1.1,2002-07-03,848,Terra,MODIS,74,6.03,312.2,21.2,D,0
32.5364,35.3821,324.4,1.4,1.2,2002-07-03,848,Terra,MODIS,36,6.03,308,14,D,0
31.7327,34.6659,328.1,1,1,2002-07-05,836,Terra,MODIS,76,6.03,312.9,10.4,D,0
33.0179,35.7843,336,2.5,1.5,2002-07-09,1122,Aqua,MODIS,75,6.03,310.6,76.5,D,0
33.0131,35.7778,329.5,2.5,1.5,2002-07-09,1122,Aqua,MODIS,52,6.03,309,42.3,D,0
31.8741,34.8516,327.2,1.7,1.3,2002-07-10,854,Terra,MODIS,26,6.03,312.7,17.7,D,2
31.9061,34.7658,327.8,2,1.4,2002-07-10,1027,Aqua,MODIS,57,6.03,311.3,26.5,D,0
31.6669,34.7418,330.8,1,1,2002-07-29,1058,Aqua,MODIS,45,6.03,315.2,7.1,D,0
31.9815,34.8204,336.8,1,1,2002-07-29,1058,Aqua,MODIS,74,6.03,316.2,16,D,2
32.9519,35.795,315.2,2,1.4,2002-07-31,2013,Terra,MODIS,90,6.03,296.9,28.4,N,0
32.9452,35.8586,309.9,2,1.4,2002-07-31,2013,Terra,MODIS,46,6.03,297.3,16,N,0
32.9471,35.88,308.8,2,1.4,2002-07-31,2013,Terra,MODIS,31,6.03,298,14.4,N,0
32.9549,35.7883,313.9,2,1.4,2002-07-31,2013,Terra,MODIS,87,6.03,297.1,25.4,N,0
32.9426,35.7901,306.6,2,1.4,2002-07-31,2013,Terra,MODIS,46,6.03,295.6,11.4,N,0
31.4616,34.5471,331.8,1.3,1.1,2002-08-01,817,Terra,MODIS,56,6.03,316.1,14.6,D,0
32.5812,35.0517,337.1,1.3,1.1,2002-08-01,817,Terra,MODIS,74,6.03,316.3,26.2,D,0
32.9695,35.87,347.3,1.2,1.1,2002-08-01,817,Terra,MODIS,88,6.03,323.5,40.6,D,0
32.5796,35.0652,368.1,1.3,1.1,2002-08-01,817,Terra,MODIS,100,6.03,316.7,126.1,D,0
32.6852,35.5127,311.5,2.1,1.4,2002-08-01,1918,Terra,MODIS,77,6.03,301.1,20.8,N,0
32.6853,35.5079,312.1,2.1,1.4,2002-08-01,1918,Terra,MODIS,79,6.03,300.7,21.6,N,0
32.3248,34.8827,308.2,1.1,1.1,2002-08-02,2001,Terra,MODIS,67,6.03,296.6,7.4,N,2
33.1608,35.5933,329.6,1.4,1.2,2002-08-04,847,Terra,MODIS,41,6.03,310.1,16.5,D,0
31.5188,34.704,335.2,1.1,1,2002-08-08,823,Terra,MODIS,75,6.03,317,13.4,D,0
32.2033,34.9019,323.8,2.6,1.5,2002-08-09,906,Terra,MODIS,50,6.03,303.6,37.7,D,0
32.677,35.4309,333.4,1.2,1.1,2002-08-09,1039,Aqua,MODIS,73,6.03,313.9,15.7,D,0
32.204,34.8823,329,1.3,1.1,2002-08-09,1039,Aqua,MODIS,60,6.03,305.6,19.3,D,2
32.2062,34.8955,335.6,1.3,1.1,2002-08-09,1039,Aqua,MODIS,77,6.03,307.9,31.6,D,0
31.4986,34.9234,334.6,1,1,2002-08-14,1057,Aqua,MODIS,66,6.03,315.5,12.9,D,0
31.5075,34.9217,332.1,1,1,2002-08-14,1057,Aqua,MODIS,51,6.03,313.4,9.6,D,0
31.2424,34.5136,338.1,1,1,2002-08-15,830,Terra,MODIS,84,6.03,303.7,25.7,D,0
32.8791,35.0956,340.2,1.4,1.2,2002-08-15,1930,Terra,MODIS,100,6.03,296.1,70,N,2
32.8833,35.089,317.8,1.4,1.2,2002-08-15,1930,Terra,MODIS,96,6.03,295.1,23.2,N,2
32.886,35.104,355,1.4,1.2,2002-08-15,1930,Terra,MODIS,100,6.03,296.1,121.5,N,2
32.8818,35.1106,343.9,1.4,1.2,2002-08-15,1930,Terra,MODIS,100,6.03,296.3,81.1,N,2
32.1425,34.9458,328.4,1.1,1.1,2002-08-21,1103,Aqua,MODIS,56,6.03,311.1,10.1,D,0
31.22,34.8034,304.5,3.3,1.7,2002-08-21,2031,Terra,MODIS,60,6.03,292.8,36.9,N,2
31.4287,34.7538,366,1,1,2002-08-22,836,Terra,MODIS,100,6.03,309.4,92.5,D,0
32.5418,35.4414,308.7,2.3,1.5,2002-08-23,2019,Terra,MODIS,75,6.03,295.9,25.3,N,2
32.133,34.8775,326.5,2.1,1.4,2002-08-26,1121,Aqua,MODIS,34,6.03,304.4,33.4,D,0
32.1349,34.8994,327.8,2.1,1.4,2002-08-26,1121,Aqua,MODIS,52,6.03,304.8,35.7,D,0
33.079,35.1493,324.8,1.1,1.1,2002-08-29,841,Terra,MODIS,54,6.03,306.1,13.5,D,2
32.696,35.569,328.2,1.2,1.1,2002-08-29,841,Terra,MODIS,37,6.03,311.7,11.6,D,0
31.4053,34.5508,326.3,3.3,1.7,2002-09-01,912,Terra,MODIS,79,6.03,312.1,43,D,0
32.0202,34.9436,305.5,1,1,2002-09-05,1948,Terra,MODIS,65,6.03,293.9,5.7,N,2
32.694,35.5157,326.1,1.1,1,2002-09-09,823,Terra,MODIS,43,6.03,307.7,9.5,D,0
31.443,34.4438,328,1.4,1.2,2002-09-10,1038,Aqua,MODIS,58,6.03,309.4,15.5,D,0
